seed,epoch_label,epoch,batch_index,sample_index,image,valid,cosine,norm_ratio,task_norm,kd_norm,dot,task_loss_batch,kd_raw_batch,kd_weighted_batch,task_items
20260824,early,9,0,0,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000055118.jpg,True,0.002739354968070984,0.014716057106852531,0.14818085730075836,0.002180638024583459,8.851644679452875e-07,22.243892669677734,0.6208634376525879,0.37251806259155273,"[2.5283021926879883,2.979372262954712,0.020332053303718567,0.8996613621711731]"
20260824,early,9,0,1,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000486491.jpg,True,-0.001932564191520214,0.009854464791715145,0.21769000589847565,0.0021452184300869703,-9.024931841850048e-07,22.243892669677734,0.6208634376525879,0.37251806259155273,"[2.5283021926879883,2.979372262954712,0.020332053303718567,0.8996613621711731]"
20260824,early,9,0,2,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000111194.jpg,True,0.005318270530551672,0.010303514078259468,0.19669871032238007,0.00202668784186244,2.1201119579927763e-06,22.243892669677734,0.6208634376525879,0.37251806259155273,"[2.5283021926879883,2.979372262954712,0.020332053303718567,0.8996613621711731]"
20260824,early,9,0,3,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000012236.jpg,True,-0.05789608135819435,0.025596801191568375,0.08719821274280548,0.002231995342299342,-1.1268082744209096e-05,22.243892669677734,0.6208634376525879,0.37251806259155273,"[2.5283021926879883,2.979372262954712,0.020332053303718567,0.8996613621711731]"
20260824,early,9,1,0,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000447095.jpg,True,-0.005203690845519304,0.00526419747620821,0.40178462862968445,0.00211507361382246,-4.4221178541192785e-06,21.149839401245117,0.6178053021430969,0.3706831932067871,"[2.0838510990142822,3.4881606101989746,0.022646788507699966,0.9211022257804871]"
20260824,early,9,1,1,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000103427.jpg,True,0.011657853610813618,0.005789621267467737,0.3867012560367584,0.002238853834569454,1.0092991942656226e-05,21.149839401245117,0.6178053021430969,0.3706831932067871,"[2.0838510990142822,3.4881606101989746,0.022646788507699966,0.9211022257804871]"
20260824,early,9,1,2,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000361519.jpg,True,-0.0383666530251503,0.057179324328899384,0.043463267385959625,0.002485200297087431,-4.144171271036612e-06,21.149839401245117,0.6178053021430969,0.3706831932067871,"[2.0838510990142822,3.4881606101989746,0.022646788507699966,0.9211022257804871]"
20260824,early,9,1,3,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000128142.jpg,True,-0.0012100226012989879,0.008246193639934063,0.25861555337905884,0.00213259388692677,-6.6735401560436e-07,21.149839401245117,0.6178053021430969,0.3706831932067871,"[2.0838510990142822,3.4881606101989746,0.022646788507699966,0.9211022257804871]"
20260824,early,9,2,0,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000003242.jpg,True,0.020650476217269897,0.004701806697994471,0.45297038555145264,0.0021297791972756386,1.992207035073079e-05,25.901630401611328,0.6396082639694214,0.38376498222351074,"[2.7488853931427,3.952775478363037,0.02249920181930065,0.9095130562782288]"
20260824,early,9,2,1,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000332646.jpg,True,0.01128174364566803,0.010339776985347271,0.2192879319190979,0.002267388394102454,5.609405889117625e-06,25.901630401611328,0.6396082639694214,0.38376498222351074,"[2.7488853931427,3.952775478363037,0.02249920181930065,0.9095130562782288]"
20260824,early,9,2,2,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000399784.jpg,True,0.030302569270133972,0.009452464058995247,0.23083819448947906,0.0021819898393005133,1.5262998203979805e-05,25.901630401611328,0.6396082639694214,0.38376498222351074,"[2.7488853931427,3.952775478363037,0.02249920181930065,0.9095130562782288]"
20260824,early,9,2,3,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000268809.jpg,True,-0.010532345622777939,0.02164299413561821,0.09154020249843597,0.001981204142794013,-1.91014441952575e-06,25.901630401611328,0.6396082639694214,0.38376498222351074,"[2.7488853931427,3.952775478363037,0.02249920181930065,0.9095130562782288]"
20260824,early,9,3,0,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000469798.jpg,True,-0.005333199631422758,0.012132938019931316,0.19648481905460358,0.0023839380592107773,-2.4981113710964564e-06,24.5784969329834,0.6606560945510864,0.39639368653297424,"[2.778156280517578,3.368037462234497,0.024219196289777756,0.9307348132133484]"
20260824,early,9,3,1,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000341797.jpg,True,0.010912091471254826,0.014850666746497154,0.15120775997638702,0.0022455360740423203,3.7051186154712923e-06,24.5784969329834,0.6606560945510864,0.39639368653297424,"[2.778156280517578,3.368037462234497,0.024219196289777756,0.9307348132133484]"
20260824,early,9,3,2,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000172342.jpg,True,4.123247344978154e-05,0.008900406770408154,0.2325907200574875,0.0020701519679278135,1.985335984500125e-08,24.5784969329834,0.6606560945510864,0.39639368653297424,"[2.778156280517578,3.368037462234497,0.024219196289777756,0.9307348132133484]"
20260824,early,9,3,3,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000098596.jpg,True,-0.010895440354943275,0.018169552087783813,0.1247931718826294,0.0022674361243844032,-3.0829796742182225e-06,24.5784969329834,0.6606560945510864,0.39639368653297424,"[2.778156280517578,3.368037462234497,0.024219196289777756,0.9307348132133484]"
20260824,early,9,4,0,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000345635.jpg,True,-0.0318262092769146,0.010468119755387306,0.2112986147403717,0.0022118992637842894,-1.4874654880259186e-05,23.164934158325195,0.6449497938156128,0.3869698941707611,"[2.3083345890045166,3.572261333465576,0.021132029592990875,0.9177984595298767]"
20260824,early,9,4,1,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000348684.jpg,True,0.005531264003366232,0.009543590247631073,0.20955221354961395,0.0019998804200440645,2.3180384687293554e-06,23.164934158325195,0.6449497938156128,0.3869698941707611,"[2.3083345890045166,3.572261333465576,0.021132029592990875,0.9177984595298767]"
20260824,early,9,4,2,E:/2026YOLO/datasets/coco_d2_mini_2048_seed20260901/images/train2017/000000124311.jpg,True,0.017890021204948425,0.012983618304133415,0.17073990404605865,0.0022168217692524195,6.77137222737656e-06,23.164934158325195,0.6449497938156128,0.3869698941707611,"[2.3083345890045166,3.572261333465576,0.021132029592990875,0.9177984595298767]"
